211.05,213.35,212.10,210.17
203.18,213.33,210.40,218.41
220.78,223.98,216.84,223.25
226.90,225.79,223.33,226.23
223.96,223.96,219.17,219.07
219.30,221.23,213.72,215.93
222.14,222.41,219.35,221.51
211.81,213.97,210.73,202.63
223.13,220.90,218.61,216.27
206.92,210.81,210.25,213.46
212.17,215.99,213.60,218.81
213.50,213.78,211.91,214.05
219.61,218.35,212.88,212.21
201.02,208.35,205.65,211.11
208.63,208.58,202.14,200.89
204.33,207.37,197.77,199.28
207.68,204.87,202.52,205.84
201.61,204.83,200.15,202.48
202.27,210.03,202.85,209.50
203.45,212.00,207.74,214.25
223.00,223.86,221.19,221.50
229.59,227.89,223.55,225.34
224.66,228.36,214.76,218.82
217.25,215.82,206.01,208.49
210.28,219.58,214.68,222.09
219.96,218.43,210.75,212.92
220.06,220.89,217.50,221.14
217.62,217.06,210.81,214.71
223.97,223.07,219.78,219.34
215.83,218.93,210.78,205.75
212.11,213.26,211.19,212.07
219.32,225.82,221.43,221.92
215.27,213.54,212.10,208.55
207.32,212.11,207.86,215.20
217.57,220.70,215.38,218.25
215.78,217.44,214.34,216.44
219.62,215.80,214.44,214.08
209.02,214.32,207.57,209.94
213.52,217.43,213.50,219.12
216.21,216.15,211.49,209.77
216.87,212.51,213.05,211.11
207.60,207.48,208.35,213.05
219.26,216.44,220.07,218.34
215.95,216.22,211.71,211.66
208.59,209.26,205.78,206.29
209.65,214.73,209.01,214.98
211.38,216.45,211.63,216.94
220.17,224.48,214.28,219.56
214.49,221.09,216.30,220.64
218.34,218.39,216.67,217.24
216.64,222.59,215.68,223.47
212.06,221.00,211.50,216.32
222.84,225.79,221.66,223.87
208.94,212.61,211.03,217.97
215.52,219.75,218.08,221.55
230.25,225.93,220.43,219.04
227.61,223.63,211.19,209.80
225.65,223.56,220.42,218.76
221.43,223.91,220.53,221.29
218.61,217.17,206.58,207.12
216.99,219.43,216.55,216.77
211.39,215.91,213.38,216.44
215.34,215.79,201.32,203.94
217.19,219.33,217.15,221.36
219.77,215.36,204.34,203.14
221.79,216.59,220.50,217.26
213.27,215.25,210.72,215.18
221.20,216.95,219.92,215.35
213.74,214.75,208.91,213.08
223.88,227.18,221.93,226.40
225.72,231.59,226.02,231.24
223.95,224.79,219.22,223.81
221.59,227.07,220.02,219.68
229.27,229.94,224.03,229.46
231.60,235.16,231.66,233.69
235.73,238.30,229.14,234.24
235.40,240.97,234.79,236.80
234.02,236.21,227.94,229.40
234.49,239.43,228.68,237.40
236.69,237.38,238.06,239.94
239.36,243.42,238.96,240.87
244.70,242.95,238.79,245.59
241.19,247.59,241.68,246.20
242.58,240.61,237.06,240.22
247.67,244.66,238.79,237.85
238.80,239.81,238.02,241.48
241.39,243.01,241.30,243.21
247.06,246.46,242.24,244.04
244.25,245.55,244.36,247.89
239.56,244.24,242.84,248.12
249.82,249.73,249.59,250.69
247.68,245.21,243.80,242.43
235.66,237.86,234.30,238.43
228.05,232.69,227.73,234.61
231.96,235.13,228.32,231.73
239.08,235.10,233.01,229.62
230.25,236.45,230.11,233.68
233.64,235.80,235.38,240.11
240.04,239.72,235.27,236.08
231.59,230.51,223.51,225.31
